,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,type,Departure Country,Arrival Country,Is International,date
1867,5738555,GEC8340,MD11,EDDF,LLBG,2019-02-14,49.995520640227745,8.525836016680744,32.004043579101555,34.88571166992188,cargo,['DE'],['IL'],0,2019-02-14
1870,5744812,GEC8372,MD11,EDDF,VOMM,2019-02-14,50.01644897460938,8.526113409745065,12.977088023040247,80.13442190069901,cargo,['DE'],['IN'],0,2019-02-14
1873,5761693,GEC8341,MD11,LLBG,LTBA,2019-02-14,32.01654052734375,34.884832763671874,40.73515319824219,28.6793212890625,cargo,['IL'],['TR'],0,2019-02-14
1875,5771952,GEC8297,MD11,FAGC,EDDF,2019-02-15,-26.01576465671349,28.2497053879958,50.02706909179688,8.532040244654603,cargo,['ZA'],['DE'],0,2019-02-15
1876,5773968,GEC8273,MD11,GOBD,EDDF,2019-02-15,14.669677734375,-17.07280126111261,50.02638477390096,8.529250686233109,cargo,['SN'],['DE'],0,2019-02-15
1877,5775055,GEC8361,MD11,VABB,EDDF,2019-02-15,19.08855890823623,72.85453657670455,50.02689684851695,8.531329180743244,cargo,['IN'],['DE'],0,2019-02-15
1879,5777056,GEC8341,MD11,LTBA,EDDF,2019-02-15,41.02088928222656,28.80731201171875,50.03993147510593,8.548903594145902,cargo,['TR'],['DE'],0,2019-02-15
1881,5780255,GEC8456,MD11,OMSJ,VHHH,2019-02-15,25.330003641419488,55.51322937011719,22.31085205078125,113.89791037819599,cargo,['AE'],['HK'],0,2019-02-15
1883,5787967,GEC8250,B77L,EDDF,SBKP,2019-02-15,50.03398442672471,8.524035891971073,-23.01347351074219,-47.12610418146306,cargo,['DE'],['BR'],0,2019-02-15
1884,5791320,GEC8188,MD11,EDDF,KORD,2019-02-15,50.04184011685646,8.573121766786318,41.96585083007812,-87.83450733531606,cargo,['DE'],['US'],0,2019-02-15
1885,5791458,GEC8230,MD11,EDDF,KSEA,2019-02-15,50.039116810944115,8.545693062447214,47.46537780761719,-122.30776977539058,cargo,['DE'],['US'],0,2019-02-15
1889,5801287,GECHB,F900,UUWW,LFLB,2019-02-15,55.590087890625,37.25430575284091,45.75901794433594,5.868574933307928,cargo,['RU'],['FR'],0,2019-02-15
1890,5804339,GEC8223,MD11,KDFW,EDDF,2019-02-15,32.8787841796875,-97.05481567382809,50.0262451171875,8.528656830658784,cargo,['US'],['DE'],0,2019-02-15
1892,5808669,TGECO,,LFLB,AZ61,2019-02-15,45.68421936035156,5.942732648151678,32.661666870117195,-112.2809326171875,cargo,['FR'],['US'],0,2019-02-15
1893,5809492,GEC8457,MD11,VHHH,EDDF,2019-02-15,22.30403137207031,113.92208030007099,50.03768920898438,8.540876288163034,cargo,['HK'],['DE'],0,2019-02-15
1895,5811235,GEC8164,MD11,EDDF,CYYZ,2019-02-15,50.04356254965571,8.580619193412161,43.68425918837725,-79.63524954659596,cargo,['DE'],['CA'],0,2019-02-15
1896,5813677,GEC8224,MD11,EDDF,KDFW,2019-02-15,50.04370220636917,8.580767657305744,32.84944695941472,-97.05507239516899,cargo,['DE'],['US'],0,2019-02-15
1899,5837170,GEC8390,MD11,EDDF,UUDD,2019-02-15,50.04104872881357,8.570078256967905,55.381847316935904,37.91939475319602,cargo,['DE'],['RU'],0,2019-02-15
1900,5837365,GEC8230,MD11,KSEA,KHHR,2019-02-15,47.449671858448106,-122.31114314152651,33.958602905273445,-118.3387289241869,cargo,['US'],['US'],1,2019-02-15
1901,5837942,GEC8384,B77L,EDDF,RJAK,2019-02-15,50.042724609375,8.576997455797697,36.03562177237818,140.1798199592753,cargo,['DE'],['JP'],0,2019-02-15
1903,5839183,GEC8250,B77L,SBKP,SUMU,2019-02-15,-22.994105452198077,-47.15326944986975,-34.818234201204966,-55.99782943725586,cargo,['BR'],['UY'],0,2019-02-15
1904,5839597,GEC8189,MD11,KORD,EDDF,2019-02-15,41.96914672851562,-87.93806596235794,50.037025451660156,8.54945935701069,cargo,['US'],['DE'],0,2019-02-15
1905,5854116,GEC8390,MD11,UUDD,RJBB,2019-02-16,55.4212646484375,37.871973374310656,34.43450410487288,135.2149772644043,cargo,['RU'],['JP'],0,2019-02-16
1907,5854480,GEC8231,MD11,KLAX,EDDF,2019-02-16,33.932235717773445,-118.4395116689254,50.046541892876064,8.592867464632597,cargo,['US'],['DE'],0,2019-02-16
1908,5854647,GEC8250,B77L,SUMU,SAEZ,2019-02-16,-34.828848111427476,-55.92733383178711,-34.818008422851555,-58.55909075055804,cargo,['UY'],['AR'],0,2019-02-16
1912,5862783,GEC8296,MD11,EDDF,FAOR,2019-02-16,50.03155207229873,8.550777950802365,-26.04130554199219,28.26688946418043,cargo,['DE'],['ZA'],0,2019-02-16
1914,5864256,GEC8251,B77L,SAEZ,EDDF,2019-02-16,-34.82498427568856,-58.52062225341797,50.03937284825211,8.583588471283784,cargo,['AR'],['DE'],0,2019-02-16
1915,5869259,GEC8165,MD11,KIAH,EDDF,2019-02-16,29.92446899414062,-95.36779067095593,50.042445295948106,8.596430598078548,cargo,['US'],['DE'],0,2019-02-16
1916,5869741,GEC8342,MD11,EDDF,LLBG,2019-02-16,50.01805114746094,8.526041131270558,32.01932745464777,34.9009860291773,cargo,['DE'],['IL'],0,2019-02-16
1917,5872252,GEC8403,B77L,EDDF,EDDF,2019-02-16,50.035400390625,8.546134547183387,50.03806686401367,8.508387113872327,cargo,['DE'],['DE'],1,2019-02-16
1922,5885991,GEC8222,MD11,EDDF,K06C,2019-02-16,50.03546246027542,8.546472497888514,41.96544582560911,-88.03153104560317,cargo,['DE'],['US'],0,2019-02-16
1923,5886595,GEC8476,MD11,EDDF,VOBL,2019-02-16,50.008136296676376,8.526132944467905,13.2073974609375,77.65562912513468,cargo,['DE'],['IN'],0,2019-02-16
1924,5887098,GEC8343,MD11,LLBG,EDDF,2019-02-16,32.016208454713976,34.88254469268176,50.039794921875,8.585526315789473,cargo,['IL'],['DE'],0,2019-02-16
1926,5891627,GEC8230,MD11,EDDF,KHHR,2019-02-16,50.03567504882812,8.547218724300986,33.939010620117195,-118.36664316605551,cargo,['DE'],['US'],0,2019-02-16
1927,5898076,GEC8297,MD11,FAOR,EDDF,2019-02-16,-26.170830160884517,28.22799682617188,50.03696823120117,8.549911097476356,cargo,['ZA'],['DE'],0,2019-02-16
1929,5907607,GEC8225,MD11,KDFW,EDDF,2019-02-16,32.87640070511123,-97.05086844308028,50.03724308337196,8.547530303130277,cargo,['US'],['DE'],0,2019-02-16
1932,5911942,GEC8346,MD11,EDDF,LTBW,2019-02-16,50.020239878508995,8.526132944467905,40.931287862486755,28.4844277121804,cargo,['DE'],['TR'],0,2019-02-16
1933,5913320,GEC8252,B77L,EDDF,SBKP,2019-02-16,50.00262451171875,8.526113409745065,-23.002438302767462,-47.14146931966144,cargo,['DE'],['BR'],0,2019-02-16
1936,5921050,GEC8476,MD11,VOBL,VHHH,2019-02-17,13.20748901367188,77.72552490234375,22.311789302502646,113.90070597330731,cargo,['IN'],['HK'],0,2019-02-17
1937,5925347,GEC8347,MD11,LTBA,EDDF,2019-02-17,41.02304077148438,28.80615234375,50.04286426608846,8.577352987753379,cargo,['TR'],['DE'],0,2019-02-17
1938,5930305,GEC8296,MD11,EDDF,FABA,2019-02-17,50.0335578918457,8.525950783177425,-26.02577338784431,28.29106257512019,cargo,['DE'],['ZA'],0,2019-02-17
1939,5931416,GEC8231,MD11,KLAX,EDDF,2019-02-17,33.935371010990465,-118.4228897094727,50.04084777832031,8.589790745785361,cargo,['US'],['DE'],0,2019-02-17
1943,5937060,GEC8424,MD11,EDDF,UAAA,2019-02-17,50.00871276855469,8.526113409745065,43.33059019961599,76.99611118861607,cargo,['DE'],['KZ'],0,2019-02-17
1944,5937792,GEC8452,MD11,EDDF,OERK,2019-02-17,50.032997131347656,8.525932713558799,24.89022465075477,46.756827876252956,cargo,['DE'],['SA'],0,2019-02-17
1945,5938099,GEC8262,MD11,EDDF,GOBD,2019-02-17,50.01113891601562,8.526113409745065,14.65548706054688,-17.0727065513874,cargo,['DE'],['SN'],0,2019-02-17
1946,5938285,GEC8477,MD11,VHHH,EDDF,2019-02-17,22.30531311035156,113.9260753284801,50.0419332213321,8.594352103568411,cargo,['HK'],['DE'],0,2019-02-17
1947,5942199,GEC8223,MD11,KDFW,EDDF,2019-02-17,32.91531837592691,-97.05462397361288,50.04734802246094,8.596295808490954,cargo,['US'],['DE'],0,2019-02-17
1948,5942273,GEC8224,MD11,EDDF,KORD,2019-02-17,50.033935546875,8.540207712273848,41.96553893008475,-87.99275952716205,cargo,['DE'],['US'],0,2019-02-17
1950,5951506,GEC8401,B77L,EDDF,EDDF,2019-02-17,50.034717624470346,8.543132060282938,50.0390625,8.505568253366572,cargo,['DE'],['DE'],1,2019-02-17
1952,5954969,GEC8253,B77L,SBKP,EDDF,2019-02-17,-22.99342346191406,-47.1548683860085,50.03697967529297,8.549893027857728,cargo,['BR'],['DE'],0,2019-02-17
1953,5958360,GEC8262,MD11,GOBD,SBGR,2019-02-17,14.68135070800781,-17.07289597083781,-23.42555236816406,-46.43801047585225,cargo,['SN'],['BR'],0,2019-02-17
1955,5960604,GEC8452,MD11,OERK,OMSJ,2019-02-17,24.97955839512712,46.69992698813385,25.33232116699219,55.51074981689453,cargo,['SA'],['AE'],0,2019-02-17
1956,5966032,GEC8297,MD11,FAOR,EDDF,2019-02-17,-26.19630432128906,28.21843561136498,50.04217529296875,8.595356188322368,cargo,['ZA'],['DE'],0,2019-02-17
1960,5990635,GEC8262,MD11,SBGR,SBKP,2019-02-17,-23.40650939941406,-46.39141845703125,-23.003741765426412,-47.13963826497394,cargo,['BR'],['BR'],1,2019-02-17
1961,5998166,GEC8263,MD11,SBKP,GOBD,2019-02-18,-23.01388549804688,-47.12560480291194,14.66258239746094,-17.0727065513874,cargo,['BR'],['SN'],0,2019-02-18
1963,6001758,GEC8453,MD11,OMSJ,EDDF,2019-02-18,25.32883071899414,55.512428283691406,50.04071044921875,8.589429353412829,cargo,['AE'],['DE'],0,2019-02-18
1964,6002296,GEC8296,MD11,EDDF,FABA,2019-02-18,50.03136586334745,8.549961399387668,-26.026937193789763,28.29069284292368,cargo,['DE'],['ZA'],0,2019-02-18
1968,6009041,GEC8405,B77L,EDDF,EDDF,2019-02-18,50.03299519167108,8.536376953125,50.03765041545286,8.502805555188978,cargo,['DE'],['DE'],1,2019-02-18
1969,6011298,GECHB,F900,LFLB,UUWW,2019-02-18,45.69539732852224,5.8775482177734375,55.60124801377118,37.30424880981445,cargo,['FR'],['RU'],0,2019-02-18
1970,6015999,GEC8225,MD11,KDFW,EDDF,2019-02-18,32.90773036116261,-97.0510366011639,50.04643249511719,8.592392770867598,cargo,['US'],['DE'],0,2019-02-18
1972,6022394,GEC8263,MD11,GOBD,EDDF,2019-02-18,14.67311096191406,-17.07284861597521,50.04463325112554,8.605783823374155,cargo,['SN'],['DE'],0,2019-02-18
1974,6026175,GEC8454,MD11,EDDF,OMSJ,2019-02-18,50.03400770284362,8.524314261771536,25.33404204805018,55.50973136470003,cargo,['DE'],['AE'],0,2019-02-18
1975,6030112,GEC8220,MD11,EDDF,CYYZ,2019-02-18,50.03634695279396,8.550258327174832,43.68479453911215,-79.63595254080636,cargo,['DE'],['CA'],0,2019-02-18
1976,6039093,GEC8370,MD11,EDDF,VABB,2019-02-18,50.00422668457031,8.526257966694079,19.0887451171875,72.86821954900569,cargo,['DE'],['IN'],0,2019-02-18
1977,6039784,GEC8297,MD11,FAOR,EDDF,2019-02-18,-26.203857421875,28.216362719265923,50.04174701238082,8.593684016047298,cargo,['ZA'],['DE'],0,2019-02-18
1978,6053165,GEC8268,MD11,EDDF,GOBD,2019-02-18,50.00878802800582,8.526207176414696,14.67721939086914,-17.07236322863349,cargo,['DE'],['SN'],0,2019-02-18
1980,6056669,GEC8145,,KPAE,EDDF,2019-02-18,47.89256984904661,-122.2850858248197,50.042445295948106,8.5968017578125,cargo,['US'],['DE'],0,2019-02-18
1983,6075923,GEC8268,MD11,GOBD,SBKP,2019-02-19,14.66930841995498,-17.072850277549318,-23.01202806375795,-47.12809244791663,cargo,['SN'],['BR'],0,2019-02-19
1987,6092144,GEC8431,B77L,EDDF,EDDF,2019-02-19,50.0035400390625,8.526113409745065,50.03661346435547,8.501791703073604,cargo,['DE'],['DE'],1,2019-02-19
1988,6093896,GEC8422,MD11,EDDF,VOBL,2019-02-19,50.00143432617188,8.526185688219572,13.20735168457031,77.66566835600754,cargo,['DE'],['IN'],0,2019-02-19
1989,6095599,GEC8226,MD11,EDDF,KORD,2019-02-19,50.03567504882812,8.547074167351973,41.96549237784693,-87.98669149709299,cargo,['DE'],['US'],0,2019-02-19
1992,6106310,GEC8455,MD11,VHHH,UAAA,2019-02-19,22.30302429199219,113.9190340909091,43.35800170898438,77.05120707667152,cargo,['HK'],['KZ'],0,2019-02-19
1993,6107349,GEC8221,MD11,KJFK,EDDF,2019-02-19,40.64987958487818,-73.76339305530894,50.03700256347656,8.54956777472245,cargo,['US'],['DE'],0,2019-02-19
1995,6112091,GEC8340,MD11,EDDF,LLBG,2019-02-19,50.01278686523438,8.526113409745065,32.01214599609375,34.8708251953125,cargo,['DE'],['IL'],0,2019-02-19
1996,6114371,GECHB,F900,UUWW,LFLB,2019-02-19,55.58688354492188,37.24057284268466,45.75684628244174,5.8706817626953125,cargo,['RU'],['FR'],0,2019-02-19
1997,6122156,GEC8264,MD11,EDDF,GOBD,2019-02-19,50.03256458347126,8.525928806614232,14.6510009765625,-17.0727065513874,cargo,['DE'],['SN'],0,2019-02-19
1998,6122749,GEC8269,MD11,SBKP,GOBD,2019-02-19,-22.99778307898572,-47.14803059895832,14.65603637695312,-17.0727065513874,cargo,['BR'],['SN'],0,2019-02-19
2000,6128214,GEC8472,MD11,EDDF,VABB,2019-02-19,50.03912844900357,8.542705226588893,19.08872222900391,72.86821910313198,cargo,['DE'],['IN'],0,2019-02-19
2001,6129082,GECHB,F900,LFLB,LSGG,2019-02-19,45.68371271682998,5.8786468505859375,46.25138854980469,6.128562368997713,cargo,['FR'],['CH'],0,2019-02-19
2003,6132067,GEC8423,MD11,VOBL,EDDF,2019-02-19,13.20716857910156,77.7337646484375,50.03918663930085,8.58299461570946,cargo,['IN'],['DE'],0,2019-02-19
2004,6133858,GEC8455,MD11,UAAA,EDDF,2019-02-19,43.32550048828125,76.98350063590118,50.03687066546941,8.550944972682643,cargo,['KZ'],['DE'],0,2019-02-19
2005,6134351,GEC8341,MD11,LLBG,LTBA,2019-02-19,32.01634811142743,34.88366574657207,40.92416381835938,28.72076416015625,cargo,['IL'],['TR'],0,2019-02-19
2007,6146437,GEC8264,MD11,GOBD,SBKP,2019-02-20,14.69407653808594,-17.07374835836475,-23.0394287109375,-47.09009898792613,cargo,['SN'],['BR'],0,2019-02-20
2008,6149045,GEC8341,MD11,LTBA,EDDF,2019-02-20,41.00986803992321,28.80640203302557,50.04450988769531,8.584297581722861,cargo,['TR'],['DE'],0,2019-02-20
2009,6155482,GEC8269,MD11,GOBD,EDDF,2019-02-20,14.67279052734375,-17.07284861597521,50.04414367675781,8.603523655941611,cargo,['SN'],['DE'],0,2019-02-20
2012,6160501,GEC8472,MD11,VABB,VHHH,2019-02-20,19.0887451171875,72.8694180575284,22.31272888183594,113.9034534801136,cargo,['IN'],['HK'],0,2019-02-20
2013,6161193,GEC8424,MD11,EDDF,UAAA,2019-02-20,50.03398442672471,8.524518399625213,43.378771765757406,77.09296090262276,cargo,['DE'],['KZ'],0,2019-02-20
2014,6164314,GEC8230,MD11,EDDF,K06C,2019-02-20,50.03264236450195,8.523890846653988,41.96539306640625,-88.01540721546519,cargo,['DE'],['US'],0,2019-02-20
2015,6165365,GEC8227,MD11,KDFW,EDDF,2019-02-20,32.91308386851165,-97.0506442323023,50.04620361328125,8.59130859375,cargo,['US'],['DE'],0,2019-02-20
2016,6169099,GEC8264,MD11,SBKP,SUGA,2019-02-20,-22.99489684024098,-47.15204874674475,-34.792118395789196,-55.95479965209961,cargo,['BR'],['UY'],0,2019-02-20
2018,6173304,GEC8224,MD11,EDDF,KDFW,2019-02-20,50.034717624470346,8.543354756123312,32.936782836914055,-97.05459594726562,cargo,['DE'],['US'],0,2019-02-20
2020,6179893,GEC8473,MD11,VHHH,UAAA,2019-02-20,22.30927548166049,113.93788655598959,43.35882568359375,77.05286780069041,cargo,['HK'],['KZ'],0,2019-02-20
2021,6181092,GEC8264,MD11,SUMU,SADL,2019-02-20,-34.83901977539062,-56.03178686025189,-35.026199340820305,-57.77962198062818,cargo,['UY'],['AR'],0,2019-02-20
2022,6183413,GEC8360,MD11,EDDF,VABB,2019-02-20,50.00093078613281,8.526474802117598,19.08879089355469,72.87221636090959,cargo,['DE'],['IN'],0,2019-02-20
2023,6184296,GEC8425,MD11,UAAA,EDDF,2019-02-20,43.37882995605469,77.08927598110466,50.04588317871094,8.59000758120888,cargo,['KZ'],['DE'],0,2019-02-20
2025,6198872,GEC8272,MD11,EDDF,GOBD,2019-02-20,50.039116810944115,8.545693062447214,14.65951538085938,-17.0727065513874,cargo,['DE'],['SN'],0,2019-02-20
2026,6200907,GEC8230,MD11,KORD,KHHR,2019-02-20,41.97006225585938,-87.86727905273438,33.94132969743114,-118.34335327148442,cargo,['US'],['US'],1,2019-02-20
2028,6203323,GEC8160,MD11,EDDF,KJFK,2019-02-20,50.03239001257945,8.53355613914696,40.5765380859375,-73.821044921875,cargo,['DE'],['US'],0,2019-02-20
2029,6205008,GEC8473,MD11,UAAA,EDDF,2019-02-20,43.3465576171875,77.02835083007812,50.03691721770723,8.550369675095016,cargo,['KZ'],['DE'],0,2019-02-20
2032,6216281,GEC8361,MD11,VABB,EDDF,2019-02-21,19.092329639499468,72.87079134854403,50.04151425119174,8.59271900073902,cargo,['IN'],['DE'],0,2019-02-21
2033,6218986,GEC8231,MD11,KLAX,EDDF,2019-02-21,33.93521118164062,-118.4224155970982,50.04030389300847,8.587448532516891,cargo,['US'],['DE'],0,2019-02-21
2034,6219025,GEC8272,MD11,GOBD,SBKP,2019-02-21,14.67099380493164,-17.072813099828288,-23.00129699707031,-47.14303311434657,cargo,['SN'],['BR'],0,2019-02-21
2035,6220030,GEC8265,MD11,GOBD,EDDF,2019-02-21,14.678386106329448,-17.0729466488487,50.04626257944915,8.591753985430744,cargo,['SN'],['DE'],0,2019-02-21
2037,6233268,GEC8390,MD11,EDDF,UUDD,2019-02-21,50.01814270019531,8.526041131270558,55.38724737652277,37.9127363725142,cargo,['DE'],['RU'],0,2019-02-21
2038,6233441,GEC8161,MD11,KJFK,EDDF,2019-02-21,40.64762878417969,-73.84869384765625,50.04153442382812,8.592826441714637,cargo,['US'],['DE'],0,2019-02-21
2041,6240502,GEC8225,MD11,KDFW,EDDF,2019-02-21,32.88034057617188,-97.05108032226559,50.04258495266154,8.597098685599661,cargo,['US'],['DE'],0,2019-02-21
2042,6243759,GEC8401,B77L,EDDF,EDDF,2019-02-21,50.00487764002914,8.526281408361486,50.035834878177965,8.491912016997466,cargo,['DE'],['DE'],1,2019-02-21
2045,6248174,GEC8390,MD11,UUDD,RJBB,2019-02-21,55.41471862792969,37.87964764763327,34.41444009037341,135.2249336242676,cargo,['RU'],['JP'],0,2019-02-21
2046,6249089,GEC8372,MD11,EDDF,VOMM,2019-02-21,50.01132202148438,8.526257966694079,12.975831112619169,80.13090434827303,cargo,['DE'],['IN'],0,2019-02-21
2047,6250808,GEC8296,MD11,EDDF,FAGM,2019-02-21,50.00473022460938,8.526257966694079,-26.22624206542969,28.209625819943987,cargo,['DE'],['ZA'],0,2019-02-21
2048,6254892,GEC8456,MD11,EDDF,OMSJ,2019-02-21,50.03348399016815,8.52594736460093,25.33370590209961,55.512949625651046,cargo,['DE'],['AE'],0,2019-02-21
2049,6256619,GEC8222,MD11,EDDF,KORD,2019-02-21,50.03269958496094,8.534859105160361,41.96586479574947,-87.76696493459299,cargo,['DE'],['US'],0,2019-02-21
2051,6259035,GEC8273,MD11,SBKP,GOBD,2019-02-21,-22.993174407441764,-47.15469360351562,14.651153047206039,-17.07260934930099,cargo,['BR'],['SN'],0,2019-02-21
2053,6267106,GEC8360,MD11,EDDF,VABB,2019-02-21,50.0057373046875,8.526185688219572,19.08858218435514,72.85793235085228,cargo,['DE'],['IN'],0,2019-02-21
2057,6285561,GEC8391,MD11,RJBB,EDDF,2019-02-22,34.43469031382415,135.2549743652344,50.02455139160156,8.521415308902137,cargo,['JP'],['DE'],0,2019-02-22
2058,6286030,GEC8273,MD11,GOBD,EDDF,2019-02-22,14.67448425292969,-17.0728486159752,50.03991983704648,8.546769425675675,cargo,['SN'],['DE'],0,2019-02-22
2060,6288032,GEC8341,MD11,LTBA,EDDF,2019-02-22,41.02899169921875,28.80596923828125,50.03724308337196,8.547400397223395,cargo,['TR'],['DE'],0,2019-02-22
2062,6292070,GEC8297,MD11,FAOR,EDDF,2019-02-22,-26.02574157714844,28.26445381596404,50.02583312988281,8.526980751439144,cargo,['ZA'],['DE'],0,2019-02-22
2063,6292603,GEC8457,MD11,OMSJ,EDDF,2019-02-22,25.32610489150225,55.52153389408903,50.02745547537076,8.53370460304054,cargo,['AE'],['DE'],0,2019-02-22
2064,6294110,GEC8425,MD11,EDDF,EDDF,2019-02-22,50.02976989746094,8.543604800575658,50.025220967955505,8.524499841638514,cargo,['DE'],['DE'],1,2019-02-22
2067,6296676,GEC8361,MD11,VABB,EDDF,2019-02-22,19.08855890823623,72.85833185369319,50.023777848583144,8.518264358108109,cargo,['IN'],['DE'],0,2019-02-22
2068,6298816,GEC8250,B77L,EDDF,SBJD,2019-02-22,50.00613455045021,8.526207176414696,-23.0940531067929,-47.01426188151038,cargo,['DE'],['BR'],0,2019-02-22
2069,6301265,GEC8230,MD11,EDDF,KSEA,2019-02-22,50.03402709960938,8.540496826171875,47.465918589446495,-122.30769230769228,cargo,['DE'],['US'],0,2019-02-22
2073,6315507,GEC8401,B77L,EDDF,EDDF,2019-02-22,50.04364013671875,8.581117328844572,50.03654479980469,8.494889108758223,cargo,['DE'],['DE'],1,2019-02-22
2074,6316737,GEC8164,MD11,EDDF,CYYZ,2019-02-22,50.04336547851562,8.579599480879933,43.72283935546875,-79.5933923055959,cargo,['DE'],['CA'],0,2019-02-22
2075,6319666,GEC8223,MD11,KDFW,EDDF,2019-02-22,32.869949340820305,-97.03009643554684,50.039698713916856,8.544004285657728,cargo,['US'],['DE'],0,2019-02-22
2076,6321666,GEC8224,MD11,EDDF,KDFW,2019-02-22,50.04412117650954,8.58306884765625,32.933212280273445,-97.02982177734371,cargo,['DE'],['US'],0,2019-02-22
2080,6337228,GEC8472,MD11,EDDF,VABB,2019-02-22,50.04414367675781,8.583141126130755,19.088570546295678,72.85506092418325,cargo,['DE'],['IN'],0,2019-02-22
2081,6342151,GEC8230,MD11,KSEA,KHHR,2019-02-22,47.454932261321495,-122.3078331580529,33.94345092773438,-118.32264180086099,cargo,['US'],['US'],1,2019-02-22
2082,6344302,GEC8390,MD11,EDDF,UUDD,2019-02-22,50.04216598252118,8.574383709881756,55.388671875,37.911233340992645,cargo,['DE'],['RU'],0,2019-02-22
2084,6345883,GEC8250,B77L,SBKP,SUMU,2019-02-22,-22.99489684024098,-47.15220133463538,-34.8270263671875,-56.01211236447704,cargo,['BR'],['UY'],0,2019-02-22
2087,6358130,GEC8231,MD11,KLAX,EDDF,2019-02-23,33.93447875976562,-118.4314961336097,50.02387095305879,8.518858213682432,cargo,['US'],['DE'],0,2019-02-23
2088,6360077,GEC8390,MD11,UUDD,RJBB,2019-02-23,55.417599435579966,37.87619850852273,34.40177788168697,135.1663398742676,cargo,['RU'],['JP'],0,2019-02-23
2090,6363892,GEC8296,MD11,EDDF,FABB,2019-02-23,50.04073450120828,8.545117764859588,-26.22573852539062,28.22921465028007,cargo,['DE'],['ZA'],0,2019-02-23
2091,6365220,GEC8427,MD11,EDDF,EDDF,2019-02-23,50.00827595338983,8.526207176414696,50.02536062466896,8.524945233319256,cargo,['DE'],['DE'],1,2019-02-23
2094,6368103,GEC8165,MD11,KIAH,EDDF,2019-02-23,29.9466356180482,-95.40796508789059,50.02563993809586,8.526132944467905,cargo,['US'],['DE'],0,2019-02-23
2099,6373480,GEC8403,B77L,EDDF,EDDF,2019-02-23,50.04253840042373,8.575942580764359,50.03810119628906,8.501466449938322,cargo,['DE'],['DE'],1,2019-02-23
2101,6384807,GEC8222,MD11,EDDF,K06C,2019-02-23,50.044189453125,8.582635176809209,41.9651665121822,-88.10153695039969,cargo,['DE'],['US'],0,2019-02-23
2103,6387196,GEC8476,MD11,EDDF,VOBL,2019-02-23,50.00326538085938,8.526185688219572,13.207335391287081,77.65739039370888,cargo,['DE'],['IN'],0,2019-02-23
2106,6388555,GEC8391,MD11,RJBB,EDDF,2019-02-23,34.435226440429695,135.2559366031569,50.02532958984375,8.524884675678454,cargo,['JP'],['DE'],0,2019-02-23
2108,6393237,GEC8230,MD11,EDDF,KLAX,2019-02-23,50.04277116161282,8.577130291913006,33.938164145259535,-118.3751678466797,cargo,['DE'],['US'],0,2019-02-23
2109,6401868,GEC8297,MD11,FAGC,EDDF,2019-02-23,-26.01776640293963,28.256783118614784,50.02679443359375,8.530956067537005,cargo,['ZA'],['DE'],0,2019-02-23
2111,6407463,GEC8225,MD11,KDFW,EDDF,2019-02-23,32.929550170898445,-97.051025390625,50.0397834777832,8.549640053196956,cargo,['US'],['DE'],0,2019-02-23
2113,6409367,GEC8346,MD11,EDDF,LTBA,2019-02-23,50.03662626622086,8.551297574429903,40.84652709960938,28.68023681640625,cargo,['DE'],['TR'],0,2019-02-23
2114,6410901,GEC8252,B77L,EDDF,SBKP,2019-02-23,50.03886077363613,8.544672373178843,-23.00212097167969,-47.14188454367894,cargo,['DE'],['BR'],0,2019-02-23
2115,6411161,GEC8473,MD11,UAAA,EDDF,2019-02-23,43.37232971191406,77.07388234692951,50.03057447530455,8.546917889569256,cargo,['KZ'],['DE'],0,2019-02-23
2117,6425528,GEC8347,MD11,LTBA,EDDF,2019-02-24,40.986591921014295,28.85683926669034,50.02685029627914,8.531403412690034,cargo,['TR'],['DE'],0,2019-02-24
2118,6426956,GEC8296,MD11,EDDF,FABA,2019-02-24,50.039489228846655,8.543299082163218,-26.02194213867188,28.29212692548644,cargo,['DE'],['ZA'],0,2019-02-24
2119,6429040,GEC8231,MD11,KLAX,EDDF,2019-02-24,33.932577876721396,-118.42700958251949,50.026524430614394,8.529844541807432,cargo,['US'],['DE'],0,2019-02-24
2120,6431264,GEC8424,MD11,EDDF,UAAA,2019-02-24,50.03875350952148,8.544146889134456,43.34124755859375,77.01735385628635,cargo,['DE'],['KZ'],0,2019-02-24
2124,6433434,GEC8262,MD11,EDDF,GOBD,2019-02-24,50.01864624023438,8.526113409745065,14.66688770358845,-17.07275390625,cargo,['DE'],['SN'],0,2019-02-24
2125,6434706,GEC8452,MD11,EDDF,OETH,2019-02-24,50.02285766601562,8.526041131270558,25.17796403270657,46.49890827682784,cargo,['DE'],['SA'],0,2019-02-24
2126,6434715,GECHB,F900,LSGG,LFLY,2019-02-24,46.23945333189883,6.111076354980469,45.7211872682733,4.946800231933594,cargo,['CH'],['FR'],0,2019-02-24
2127,6436921,GEC8224,MD11,EDDF,KORD,2019-02-24,50.043003922801894,8.577798379434121,41.96581824351165,-87.83984516942222,cargo,['DE'],['US'],0,2019-02-24
2128,6437072,GEC8223,MD11,KDFW,EDDF,2019-02-24,32.91632080078125,-97.05487060546876,50.02931756488347,8.541498957453548,cargo,['US'],['DE'],0,2019-02-24
